k141_101764_1	00178	47.273	55	5.50e-27	94.4
k141_10205_6	00212	36.111	72	1.77e-08	47.4
k141_102187_4	00178	36.041	98.5	6.34e-35	118
k141_102711_23	00185	43.243	37	6.72e-47	160
k141_10277_1	00252	47.000	100	2.22e-24	92.8
k141_1032_4	00222	35.338	66.5	5.60e-17	75.9
k141_105552_1	00186	35.000	40	2.15e-07	43.1
k141_105591_2	00189	37.226	27.4	8.97e-09	47.4
k141_106092_59	00211	50.825	151.5	1.89e-101	295
k141_106645_7	00186	45.902	61	1.93e-07	45.4
k141_107211_2	00187	35.484	62	7.03e-06	38.5
k141_108233_22	00187	35.156	25.6	4.03e-09	48.9
k141_108903_1	00211	38.628	92.3333	2.55e-63	196
k141_11006_2	00189	35.052	32.3333	9.80e-09	47.8
k141_110187_1	00222	42.056	35.6667	2.86e-17	75.5
k141_111554_5	00186	36.145	27.6667	2.53e-08	42.4
k141_111835_2	00180	41.228	38	6.48e-22	90.1
k141_112529_7	00187	38.889	inf	5.00e-09	48.5
k141_112933_23	00222	37.500	34.6667	3.14e-12	60.1
k141_11427_1	00222	37.190	30.25	6.12e-18	77.0
k141_114428_1	00223	39.200	125	3.55e-23	91.7
k141_1154_1	00224	42.857	inf	4.15e-08	46.2
k141_115425_4	00186	44.737	inf	6.49e-06	40.4
k141_115446_1	00186	37.500	72	4.82e-09	49.7
k141_115503_1	00211	37.079	53.4	1.61e-48	157
k141_1155_6	00211	61.889	inf	4.32e-145	407
k141_117346_4	00277	52.083	48	7.92e-24	95.9
k141_11769_100	00186	46.809	47	2.52e-07	45.1
k141_117829_9	00211	36.082	36.375	4.18e-39	141
k141_11832_25	00223	42.802	51.4	8.89e-59	191
k141_118857_12	00268	45.946	37	8.58e-13	62.0
k141_11947_2	00223	36.220	21.1667	4.51e-16	72.0
k141_119905_1	00223	39.024	inf	9.72e-09	43.9
k141_120181_2	00124	36.667	60	4.24e-06	40.0
k141_120605_1	00322	50.000	53	5.96e-24	96.3
k141_120722_1	00301	42.667	37.5	5.94e-14	59.7
k141_121409_3	00209	46.875	inf	3.45e-06	35.8
k141_121844_2	00186	41.667	24	2.30e-06	40.4
