k141_9445_1	00211	33.516	60.6667	1.77e-26	96.3
k141_51098_2	00182	34.300	103.5	8.95e-25	94.4
k141_675_35	00181	29.329	56.6	1.70e-24	93.2
k141_33147_2	00173	30.594	36.5	4.53e-25	91.7
k141_2203_4	00210	33.663	28.8571	1.46e-24	90.9
k141_49457_3	00212	29.796	49	3.49e-22	85.9
k141_50956_84	00211	25.292	36.7143	1.90e-21	85.9
k141_2500_3	00220	28.750	34.2857	1.37e-20	85.5
k141_30966_10	00223	29.963	26.7	4.72e-20	84.0
k141_50284_2	00219	30.688	37.8	3.65e-21	84.0
k141_42695_1	00211	30.323	51.6667	2.16e-21	83.2
k141_30966_10	00222	30.085	47.2	2.81e-19	82.8
k141_51194_3	00222	32.961	44.75	6.45e-19	81.6
k141_17199_8	00222	33.146	44.5	9.04e-19	81.3
k141_1455_10	00212	25.301	41.5	3.34e-20	80.9
k141_2500_3	00188	28.996	29.8889	5.83e-19	80.9
k141_54366_1	00188	29.437	28.875	7.52e-20	80.1
k141_22025_4	00188	27.074	45.8	2.07e-19	79.0
k141_51194_3	00223	29.008	26.2	4.15e-18	78.2
k141_49817_1	00219	27.586	43.5	3.80e-18	75.9
