k141_21113_1	00222	31.868	22.75	8.06e-06	39.3
k141_274433_2	00221	34.483	23.2	9.09e-10	52.4
k141_73928_7	00187	28.931	26.5	7.71e-06	38.5
k141_95026_4	00222	30.000	34.5455	3.52e-39	144
k141_95026_4	00223	33.588	32.75	5.69e-15	69.3
k141_21156_2	00219	25.170	73.5	9.15e-14	62.0
k141_95049_1	00186	34.568	81	9.47e-06	39.7
k141_52805_1	00223	29.614	23.3	4.96e-30	109
k141_52805_1	00222	28.458	31.625	1.28e-24	96.3
k141_52805_4	00223	28.516	32	9.82e-23	89.7
k141_52805_19	00323	30.851	31.3333	1.38e-06	41.6
k141_52805_19	00196	28.696	19.1667	1.75e-06	41.2
k141_31739_1	00215	34.234	55.5	6.19e-09	50.1
k141_263848_11	00244	34.653	101	3.97e-12	62.0
k141_74012_1	00144	31.325	27.6667	2.77e-06	42.7
k141_158344_3	00186	27.193	28.5	1.04e-06	42.0
k141_158344_3	00182	28.037	35.6667	7.99e-06	38.9
k141_274511_5	00220	30.070	35.75	5.32e-13	61.2
k141_274511_5	00189	31.293	36.75	3.63e-12	58.5
k141_274511_5	00186	31.293	36.75	1.14e-11	58.2
k141_274511_5	00187	31.298	26.2	1.02e-06	42.0
k141_158349_3	00186	25.703	22.6364	3.36e-06	41.2
k141_232309_17	00219	30.601	45.75	3.10e-21	89.7
k141_42346_2	00221	29.511	25.3333	3.24e-49	171
k141_190048_5	00212	28.846	inf	2.84e-09	48.5
k141_105545_2	00211	29.670	inf	7.03e-10	51.6
k141_105545_2	00181	32.941	42.5	5.97e-06	39.3
k141_105552_1	00188	33.058	30.25	1.59e-08	46.2
k141_105552_1	00309	28.814	35.4	1.20e-06	40.4
k141_105552_1	00187	30.631	37	3.37e-06	39.3
k141_105552_1	00220	32.039	51.5	3.45e-06	39.3
k141_285077_3	00212	25.143	35	1.97e-06	40.8
k141_211195_7	00209	27.373	50.3333	1.32e-33	125
k141_116160_4	00212	27.344	64	2.09e-07	44.3
k141_116160_4	00187	32.632	31.6667	2.94e-06	40.4
k141_116160_4	00189	34.862	21.8	8.82e-06	38.9
k141_162_11	00180	26.168	35.6667	8.15e-06	41.6
k141_162_12	00180	28.169	20.2857	8.89e-07	42.7
k141_232336_29	00181	33.209	53.6	3.50e-39	131
k141_232336_29	00211	28.105	38.25	1.60e-12	59.7
k141_105591_2	00220	25.926	34.7143	2.84e-14	63.5
k141_105591_2	00188	27.232	22.4	2.93e-11	55.1
k141_105591_2	00187	26.210	24.8	1.53e-09	49.7
k141_105591_2	00186	29.961	23.3636	1.87e-08	47.0
k141_116216_6	00212	27.559	28.2222	6.15e-12	57.8
